name,status
99Gamers,operating
HireHive,operating
EnLink Geoenergy Services,operating
Lion Street,operating
inRentive,operating
Vogo Sport,operating
Nexx Studio,closed
Fountain,operating
Juabar Design,operating
Kickoff,operating
Sweet Note Bakery,operating
Quickize,operating
Surgery Center of Beaufort,operating
Xamarin,operating
Chilicon Power,operating
Direct Media Technologies,operating
SinglePipe Communications,operating
Arete Therapeutics,operating
Massachusetts Life Sciences Center,operating
Manthan Software Services,closed
Qool Therapeutics,operating
Main Pulze,closed
SolArc,closed
WorldWide Biggies,closed
Matter and Form,operating
TrackDuck,closed
ip.access,operating
Emporis,operating
Atlantic Motor Labs,closed
Jott Messenger,closed
Prematics,closed
Misoca,closed
Executive Employers,closed
BorrowMyDoggy,operating
CheckIt,closed
DwellGreen,closed
Shutter Guardian,operating
Zillow,operating
5ensesinfood,closed
CarZumer,closed
16Lab Inc.,closed
Row Sham Bow,operating
GainBit,closed
Grocery Butler,operating
Express Mobile Plus,closed
Christtube LLC,operating
IntellectSpace,operating
Rapid Pathogen Screening,operating
Interview,closed
AppLabs,operating
KalVista Pharmaceuticals,operating
"CosmoCom, Inc.",operating
Cost Effective Data,closed
DeltaX,closed
Iqua,operating
ShanghaiMed Healthcare,closed
Alseres Pharmaceuticals,operating
Ritz & Wolf Camera & Image,operating
SCRM,operating
Datanomic,closed
Array BioPharma,operating
Potbotics,operating
Whotever,closed
Novatium,closed
Bgifty,closed
Therapeutic Proteins,operating
Carrizo Oil & Gas,operating
SoundFocus,closed
Eliason Media,operating
EcoFactor,closed
kooldiner,operating
Medico.com,operating
BitInstant,operating
Peekapak,operating
Chrysallis,operating
Dragonfly Data Factory,operating
IMedExchange,closed
Pensionskraft,operating
CROWDY HOUSE,closed
VeriTran,operating
Fleep,operating
Constella Group,operating
Able Planet,closed
Hypersoft Information Systems,closed
Loteda,closed
Add Life Medical Institute,closed
Fourth Wall Studios,closed
VideoPros,operating
Lennar Corporation,operating
Roeser Group,closed
TwtBks,closed
EcoloCap,operating
Genicon Sciences,closed
LINAGORA,closed
Robotics Inventions,closed
Fuego,operating
dINK,operating
Encore Rehabilitation Services,operating
Automatic,operating
AirWare Lab,closed
ClearMesh Networks,closed
Zygo Corporation,closed
Celaton,closed
Iris's Coffee and Tea Room,operating
Calix,closed
Antrad Medical,closed
Agistics,operating
Kngine,closed
Ahaali,closed
ParStream,operating
Retrevo,operating
Othera Pharmaceuticals,closed
jaja.tv,closed
Apollidon,operating
Shiftgig,closed
Napkin Labs,closed
Vasolux Microsystems,closed
Oz Sonotek,operating
Praedicat,operating
Evariant,closed
PUSH,closed
Genecure,closed
Plask,closed
Pyke,closed
InnovEco,operating
TravelShark,operating
Bringg,closed
Postini,operating
Usetrace,operating
Neoconix,operating
Nudipay Mobile Payment,operating
Aileron Therapeutics,operating
SwapBeats,closed
Complete Network Integration,operating
Newton Energy Partners,closed
Detectify,closed
CertificationPoint,operating
ERN,operating
MonetizePlus,closed
ShortCycles,operating
Accelario,closed
Business e via Italy,operating
Vueling Airlines S.A,closed
Duolingo,closed
FRS,operating
L&D Apps,closed
Playto,closed
Amber Road,closed
Botego,closed
Aria Glassworks,closed
PerformYard,operating
PanGenX,operating
Zadspace,closed
Arrayent Health,closed
xTurion,operating
Indi Molecular,closed
Osseon Therapeutics,operating
Smish,closed
Neurologix,closed
Chideo,closed
Tailwind Transportation Software,operating
InnoPharma,closed
Mode Analytics,closed
Equidate,operating
Tengah,operating
Striiv,operating
Greener Solutions Scrap Metal Recycling,closed
Energy Points,closed
Hi-Stor Technologies,closed
JB Therapeutics,closed
Blackstone Technology Group,closed
SEO Quotient,operating
Quixey,closed
Nemedia,operating
Pioneers,operating
Shanghai ANE Logistics,operating
Coinding,closed
TheCommentor,closed
Patronus Medical,operating
Business Insider,closed
Blurrt,closed
Boxaroo for eBay,operating
JAM Technologies,operating
Sentropi,operating
Black Ocean,closed
Cross Current,operating
Wicked Stix Cigars and Sinful Coffee,closed
Agricare,operating
Eventmag.ru,operating
Stayful,operating
FP Complete,operating
Raptr,closed
Covaron Advanced Materials,operating
Moqom,operating
TerraSky,operating
SoFits.Me,operating
Monii,operating
RockON,operating
Weight Wins,operating
Recruiting Sports Network,operating
NetStreams,operating
Liberty Dialysis,operating
Tastemaker,closed
Digsy,closed
Veteran Live Work Lofts,operating
DimensionU (formerly Tabula Digita),operating
Access Information Management,operating
Wikasa,closed
Kintana,closed
Tokalas,closed
Samanage,closed
ticketscript,operating
Vnomics,operating
StylePuzzle,closed
Snackr,closed
KAfe Group Limited,closed
QuitePeople,closed
Jolicloud,closed
Lighting by LED,closed
"AnVil Informatics, Inc",operating
SiTune,closed
"Gine, Inc.",operating
Inspire Energy,operating
Quality Solicitors,closed
Rail Yard,closed
Kuryente Enetrprises,operating
Prediki Prediction Services,operating
SmartFocus,closed
BlueShift Labs,operating
CyMedica Orthopedics,closed
GooodJob,operating
Revelation,operating
PataFoods,closed
Ra Pharmaceuticals,closed
CourseWeaver,operating
Zindigo,operating
Tenantry Network,closed
Time Warden,operating
Yelago,closed
Alekto,operating
Vice Media,closed
Mostro,closed
PillGuard,closed
Bioserie,operating
xoompark,operating
Wide Limited Release Film Distribution Fund,closed
ReviewTrackers,closed
Gamervision,operating
MeetMe,closed
meets,closed
Aurora Biofuels,operating
Convo,operating
Family Archival Solutions,operating
HTP,operating
BuzzTale,operating
Linux Voice,closed
Gencia,closed
Fellow Robots,operating
ActoGeniX,operating
Twinklr,operating
Cytovance Biologics,closed
BellyMoms Maternity Inc,operating
Huaneng Renewables,operating
YaoYao,closed
Outsmart,operating
Glooko,operating
Silico Corp,closed
Habet,closed
PresenceID,closed
VeXeRe.Com,operating
Powered Now,operating
"Ello, Inc.",closed
BLOCKpeek,operating
LendAmend,operating
ZRRO,closed
Quartz Solutions,closed
Setem Technologies,operating
Travelatus,closed
Endurance Wind Power,operating
PupPod Inc.,closed
"Outpost Games, Inc.",operating
Be.Here | The Global Advertising Company,operating
StemSave,operating
OpenTrust,operating
Patient-Centered Outcomes Research Institute,closed
Fi.tt,closed
ifussss,operating
Capstory,closed
"Construction Automation, Inc",closed
Shanghai SFS Digital Media,closed
GoodData,operating
RevUp Software,operating
Mama's Direct Inc.,closed
Bedbathmore.com,operating
Weatlas,operating
Vearch,closed
MiniBrew,closed
Signal Vine,operating
Karmarama,closed
Process,closed
Raiseworks,operating
Switchable Solutions,closed
Graviton,closed
American Halal Company,closed
Cephasonics,operating
Acquisition Glacier II,operating
Planex,closed
Favim,operating
TweetMySong.com,operating
Allylix,closed
Opendisc,operating
Flipter,operating
Verb,closed
TAKEASY CORPORATION,operating
"Fit Body Club, Co.",operating
Cytori Therapeutics,operating
iTechshark,closed
System Detection,closed
Sports Shop TV,closed
The Naked Song,closed
Transmit,operating
Lawdingo,closed
Acosta Sales & Marketing,operating
Ecube Labs,operating
Sxmobi Science and Technology,operating
TixAlert,closed
Online Warmongers,operating
Premier Hotels & Resorts,closed
Bespoke Weddings Ltd,operating
Broadchoice,closed
AlignRevenue,operating
hCentive,closed
ScaleBase,operating
Mobocars,operating
Seaborn Networks,operating
StageBloc,operating
IncreaseCard,operating
Phunware,closed
cloudplan GmbH,operating
Donate Your Desktop,closed
Bloson,operating
Healthy Labs,closed
EZTABLE,operating
afterBOT,operating
Intensity Therapeutics,closed
NextHop Technologies,closed
Burst.it,closed
Atesto Technologies,closed
Near Page,closed
Zoonova.com,operating
LiveMusicMachine.Com,operating
Kaminario,operating
Go!Foton,closed
Bovie Medical,closed
Phoenix Health and Safety,operating
nCrypted Cloud,operating
Better Life Beverages,operating
Arjuna Solutions,closed
Oxford Nanopore Technologies,closed
Leyou,operating
Contract Live,operating
Avanoo,closed
Xcellerex,operating
SubC Control,operating
iGo,closed
AIMM Therapeutics,closed
Borderfree,operating
Velo Labs,operating
CitySpade,closed
EasyRun,closed
Capical,operating
FairShare,closed
QuantuMDx Group,operating
Oxyntix,closed
Butlr,closed
System Insights,operating
Geosign,closed
Click and Study,operating
Schoolfy,operating
Falk Realtime,operating
Planet Sushi,closed
Aminolabs,operating
Selventa,operating
Odyssey Mobile Interaction,closed
ET Water,closed
U4EA Wireless,closed
UE LifeSciences,closed
Funky Panda Games,closed
TheKarrier,operating
OrderAhead,closed
Shmoop,operating
Apperio,operating
Memento,closed
Watsi,operating
Moozey,operating
Bundle It,operating
SimulTrader,operating
F-Origin,operating
Repro,closed
Neodyne Biosciences,closed
Aortica Corporation,operating
Flyzik,closed
Liveset,closed
PunchTab,closed
Glass Robot Studios,operating
Shangby,operating
Conviva,closed
RichFX,operating
Studentbox,closed
Europart,closed
GoTunes,operating
MOBEXO,closed
Froont,closed
Covenant Kids Manor Inc.,operating
Edgewood Services,operating
GoChime,operating
Diligent Technologies,operating
Brazil Tower Company,operating
Trackin,operating
One97 Communications,closed
MyDentist,closed
NewPace Technology Development,operating
EMKinetics,closed
BigBear Network,operating
Beijing Sanji Wuxian Internet Technology,operating
HALO Medical Technologies,operating
SinCola,closed
Dolores Speech Products,closed
Khipu Systems,operating
"Workheroes.com, RITTER DIGITAL SOLUTIONS, INC.",operating
Dataium,operating
Mercury Continuity,closed
HCI,closed
Benson Hill Biosystems,closed
CrowdIt Ltd,operating
HighlightCam,operating
CompareMyFare,operating
Storehouse,operating
Lat49,closed
CEGA Innovations,closed
Nextt,closed
Minimally invasive devices,operating
Hemp 4 Haiti,operating
The Cask & Barrel,operating
Fave Media,operating
Erecruit,operating
SecuredTouch,operating
UReserv,operating
Pursuit Vascular,closed
CoSMo Company,operating
Munax,closed
Wing Ma'am,closed
York Telecom,operating
Ebaoyang,closed
KIT,closed
Buzztala,closed
Modern Movement,closed
Explain My Surgery,closed
Ignis Energy,operating
simpleFLOORS,operating
JUICIES,closed
Photo Rankr,operating
fanbook Inc.,closed
HALGI,operating
"SwervePay, LLC.",closed
Appconomy,closed
Techmanity,operating
Forkspot,closed
Velocomp,closed
JCR Pharmaceuticals,closed
SensiGen,closed
BVfon Telecommunication,closed
Soft Science,operating
FindYogi,operating
TapSurge,operating
Chronicity,operating
Fontacto,operating
Thermondo,closed
MoSync,operating
Supreme Pharmaceuticals,closed
The Campaign Solution,operating
G plus games,operating
Rustic Crust,operating
iXpert,operating
Millennium Pharmacy Systems,closed
Twilio,operating
AisleBuyer,operating
Stribe,closed
iCentera,operating
Massive Solutions,closed
KinTrans,operating
Inmobiliarie,closed
Yagantec,closed
Gold America,closed
GoInformatics,operating
Big Six,operating
Smart Eye,closed
Sponsoo,operating
Daylight Studios,operating
SS8 Networks,closed
BIND Biosciences,operating
Wonderswamp,operating
"Flatiron Apps, LLC.",closed
Xlumena,closed
Fanzo,closed
GCommerce,operating
FloraPulse,operating
Motivity Labs,closed
WeBe Works,closed
Tinyboy,operating
CRESCEL,closed
turntable.fm,operating
Eventerprise AG,closed
Headwater Partners,operating
Socure,closed
Cast Iron,closed
Switch,operating
LD Healthcare Systems Corp,closed
Sharebox,closed
MobileAds,closed
Intersection Medical Inc,operating
stickK,closed
Spotjournal,closed
Ulyngo,operating
Echelon Creative,closed
Intradigm Corporation,closed
Indelsul,closed
Students Refund,operating
White Rock Networks,operating
Tatil Sepeti,operating
Bluesmart,closed
ElephantDrive,closed
Venturocket,closed
Verication,closed
Sociolla,closed
Technical Machine,operating
coin4ce,operating
Cellca,closed
Njini,operating
APROOFED,operating
INFERNO FITNESS NASHVILLE,operating
LocalView,operating
BinaryVR,operating
Fairwaves,operating
MangoCoinz,closed
Parking Panda,closed
Ombitron,closed
The BabyPlus Company LLC,operating
MonoLibre,operating
TapClicks,closed
Cabeo,operating
Central Conveyor,closed
BuyHatke,closed
jobtitu.de,closed
Lamiecco,operating
Plainmark,closed
SecureKey Technologies,operating
Heyo,closed
4D Energetics,operating
Aircraft Logs,operating
EqualMetrics,closed
Orchid Software,operating
Health Warrior,closed
Analytically Driven,operating
MarketArt,closed
BioViva USA,operating
OnlineTyari,closed
Rock N Shop,closed
Jampp,operating
CogniCor Technologies,closed
Spinnakr,operating
Jumping Nuts,operating
Flyezee.com,closed
Voice Genesis,operating
GoCaddy International,closed
Pro-Tech Industries,closed
Partyphile,operating
Ampsy,closed
Multimedia Live,operating
KD Secure,operating
Merge Labs,closed
ehealthtracker,closed
WeedWall,closed
PixelPin,closed
Colyar Consulting Group,closed
PerTunes Oy,closed
Jarvam,closed
SEAK Energetics,closed
Ganeden Biotech,operating
Necova,operating
GetSocial,closed
Trellie,operating
RedT,closed
Muchasa,operating
TasteAway,closed
FreeMō,closed
Clear River Enviro,closed
VeriSilicon Holdings,operating
Crevo,closed
PerkStreet Financial CLOSED,operating
Event Farm,closed
Visho,operating
Aricent,operating
Shubham Housing Development Finance Company,operating
PhyFlex Networks,closed
Gencore,operating
The Solution Group,closed
Nasty Gal,operating
Denison Entertainment,operating
StoreFront.net,closed
Yindou,operating
Zappos,closed
"Cenify, LLC",closed
Bao Pinche,operating
Silith.IO,closed
XTENT,operating
HolyTransaction,closed
LPATH,operating
EazyCoach,operating
Gainsight,closed
edelight,operating
Vigil Technologies,operating
BlitzLocal,operating
Ruby Groupe,operating
SuperGen,closed
Cruiseo,closed
Atavist,operating
xLander.ru,closed
Kitman Labs,operating
CrowdZone,operating
Eko India Financial Services,closed
VionX Energy,closed
ImmunotEGG,operating
Fast FiBR,operating
ethority,operating
Go-Green Auto Centers,operating
Lotus Cars,operating
SamyRoad,operating
HipLogic,operating
Yimup,closed
ChangeCorp,operating
gripNote,closed
C3 Online Marketing,closed
VISR,closed
BrickVest,operating
Socrates Health Solutions,closed
CardinalCommerce,closed
Plurality,closed
Cellabus,operating
DriveK Italia,closed
Integrated Medical Management,closed
Blue Photo Stories,closed
Exercise.com,operating
Jukely,operating
iBuildApp,operating
ChinaNet Online Holdings,operating
Buggl,operating
Annovation BioPharma,closed
Passlogix,closed
OUTSIDE THE BOX MARKETING,operating
Advice Company,closed
Pisces,closed
RideScout,operating
iZumi Bio,operating
Scrapblog,operating
Myriant Technologies,operating
Abacuz Limited,operating
Clusterk,closed
Pixer Technology,closed
Life Detection Systems,operating
PanOptica,closed
VillageDefense,operating
BroadLogic Network Technologies,operating
Mitochon Systems,closed
SelectX Pharmaceuticals Inc.,operating
Network Optix,operating
ZENT,closed
TopPatch,closed
Reviews42,operating
Synlogic,operating
CrowdScannerr,operating
Econotherm,closed
TargetVision,closed
Numerify,operating
BOLDMIND,closed
TAKO,closed
Jazz Semiconductor,closed
Mentor Me,operating
Joslin Diabetes Center,closed
Tastebud,operating
ITG S.A.,closed
Trooval,closed
BeRanked,closed
SUNDAYTOZ,operating
IntegriChain,operating
RealDirect,operating
Brandwood Global,operating
Triples Media,operating
nekst,operating
Orlumet,operating
Cancer Genetics,operating
Vision-Box,closed
Book&Table,operating
mywinesdirect,closed
J2D BioMedical,closed
Symonics,closed
Flattr,closed
NellOne Therapeutics,closed
CCP Games,closed
SpotterRF,closed
ideacts innovations,operating
Moovo,operating
MDC Media,closed
Xenon Technologies,operating
Cynergen,closed
MetaTV,operating
Radio Runt Inc.,closed
The Wet Seal,operating
Cicero Networks,operating
Minibar Delivery,closed
Evirx,operating
HealthLok,closed
Cell Mining,closed
mGinger.com,closed
Heroic.ly,closed
CodeSealer,operating
Velocity,closed
MyTinks,closed
LaTherm,closed
Vehcon,operating
Aquarius Biotechnologies,operating
Planday,operating
Genius.com,operating
GiggedIn,operating
InsideMaps,operating
Activ,closed
Celeris Corporation,closed
YCLIENTS COMPANY,operating
AdHack,closed
OneSpace,closed
Dynamic Signal,closed
Ubiquity Corporation,operating
